"콘텐츠 ID
(필수 입력)","사용유무
(필수입력)","콘텐츠명
(필수 입력)","서브카테고리 명
(선택 입력)","시군
(선택입력)","구명
(선택입력)","새주소[도로명 주소]
(조건부 선택 입력)",지번주소,키워드,"다국어
(필수 입력)","좌표[X]
(조건부 선택 입력)","좌표[Y]
(조건부 선택 입력)","공간객체타입
(조건부 선택 입력)","라인 색상
(조건부 선택 입력)","라인 패턴
(조건부 선택 입력)","라인두께
(조건부 선택)","전화번호
(선택 입력)","웹URL
(선택 입력)","동영상 웹 링크 URL
(선택 입력)","음성파일 웹 링크 URL
(선택 입력)","사진 정보1[URL or 파일명]
(선택 입력)","사진 정보2[URL or 파일명]
(선택 입력)","사진 정보3[URL or 파일명]
(선택 입력)","사진 정보4[URL or 파일명]
(선택 입력)","사진 정보5[URL or 파일명]
(선택 입력)","상세 제목1
(선택 입력)","상세 내용1
(선택 입력)","상세 제목2
(선택 입력)","상세 내용2
(선택 입력)","상세 제목3
(선택 입력)","상세 내용3
(선택 입력)","상세 제목4
(선택 입력)","상세 내용4
(선택 입력)","상세 제목5
(선택 입력)","상세 내용5
(선택 입력)","상세 제목6
(선택 입력)","상세 내용6
(선택 입력)","상세 제목7
(선택 입력)","상세 내용7
(선택 입력)","상세 제목13
(선택 입력)","상세 내용13
(선택 입력)","상세 제목14
(선택 입력)","상세 내용14
(선택 입력)","상세 제목15
(선택 입력)","상세 내용15
(선택 입력)","상세 제목16
(선택 입력)","상세 내용16
(선택 입력)","상세 제목17
(선택 입력)","상세 내용17
(선택 입력)","상세 제목18
(선택 입력)","상세 내용18
(선택 입력)","상세 제목19
(선택 입력)","상세 내용19
(선택 입력)","상세 제목20
(선택 입력)","상세 내용20
(선택 입력)"
Sijang_sd_004,Y,행당시장,일반시장,,성동구,왕십리로21길19,성동구 행당동 298-86,,KOR,127.03261701,37.560632209,1,#0000FF,L,4,2293-6864,,,,http://economy.seoul.go.kr/files/2015/07/55b1ff747301f1.18916767.jpg,,,,,,,면적(㎡),4962,점포수(개),76,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"과일.야채,음식점",주변 버스정류소,"왕십리역(04-135) - (간선)463, (지선)2016, 4211",,,,,,,,,,,,,,,,
Sijang_sd_003,Y,마장축산물시장,전문시장,,성동구,마장로31길 40,성동구 마장동 510-3,,KOR,127.038391589,37.569788437,1,#0000FF,L,4,2281-4446,http://www.mjmm.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b1fd97b9cfb3.97278766.jpg,,,,,문화관광형 시장(2016),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),26313,점포수(개),1920,형태(골목/건물/상점가),골목형,취급상품(일반/전문),전문시장(축산물),대표상품,고기익는마을(상차림비만 받는 식당),주변 버스정류소,"마장축산물시장(04-119) - (간선)110B , 141 , 145 , 148 , 421 , (지선)2015 , 2222 , (직행)3500",,,,,,,,,,,,,,,,
Sijang_sd_002,Y,뚝도시장,일반시장,,성동구,성수이로 32-15,성동구 성수동2가 335-16,,KOR,127.054814832,37.537792861,1,#0000FF,L,4,464-4426,,,,http://economy.seoul.go.kr/files/2015/07/55b1fd52a1d7f2.91757707.jpeg,,,,,,,면적(㎡),5141,점포수(개),130,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"미정이네 코다리,서울 맛집, 영수곱창.연탄 생고기.",주변 버스정류소,"뚝도시장(04-196) - (지선)2224, 2412, 2413",,,,,,,,,,,,,,,,
Sijang_sd_001,Y,금남시장,일반시장,,성동구,독서당로 303-7,성동구 금호동3가 326,,KOR,127.022696151,37.54844836,1,#0000FF,L,4,2252-5302,,,,,,,,,,,면적(㎡),1283,점포수(개),102,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"금남시장앞,백범학원터(04-154) - (간선)110A , 241 , 421 , (지선)2016 , 2233 , 4211 , 7212 ",,,,,,,,,,,,,,,,
Sijang_nowon_003,Y,상계중앙시장,,,노원구,상계로27길 32,노원구 상계동 389-641,,KOR,127.069834363,37.659866163,1,#0000FF,L,4,936-1161,,,,http://economy.seoul.go.kr/files/2015/07/55b1850868bfc1.37851461.jpg,,,,,,,면적(㎡),21913,점포수(개),68,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장 ,대표상품,팔도건강원 / 각종 즙,주변 버스정류소,"상계중앙시장입구(11-223) - (지선)1137, 1138, 1142, (마을)노원05",,,,,,,,,,,,,,,,
Sijang_nowon_002,Y,공릉동 도깨비시장,,,노원구,동일로180길 37,노원구 공릉동 566-20,,KOR,127.076229731,37.622690272,1,#0000FF,L,4,976-4143,,,,http://economy.seoul.go.kr/files/2015/07/55b185534261f5.43777922.jpg,,,,,,,면적(㎡),15669,점포수(개),120,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장 ,대표상품,국수거리,주변 버스정류소,"공릉시장(11-101) - (간선)105 , 146 , N13 , N61 , (지선)1221",,,,,,,,,,,,,,,,
Sijang_nowon_001,Y,상계시장,,,노원구,덕릉로102길 5,노원구 상계동 95-3,,KOR,127.077564103,37.665071212,1,#0000FF,L,4,937-6015,,,,,,,,,,,면적(㎡),4992,점포수(개),19,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장 ,,,주변 버스정류소,"상계시장(11-229) - (지선)1138, 1139, 1224",,,,,,,,,,,,,,,,
Sijang_mapo_016,Y,홍대 걷고싶은 거리,일반시장,,마포구,어울마당로 141,마포구 동교동 169-8,,KOR,126.925450792,37.556471292,1,#0000FF,L,4,325-7447,,,,,,,,,,,면적(㎡),5135,점포수(개),150,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,,,주변 버스정류소,"홍대입구역(14-015) - (간선)271 , 273 , 602 , 603 , 604 , 760 , N26 , N62 , (지선)5712 , 5714 , 6712 , 6716 , 7016 , 7612 , 7733 , 7737 , 7739 , (직행)1004 , 3000 , (광역)1000 , 1100 , 1101 , 1200 , 1300 , 1301 , 1302 , 1601 , 6724 , M6117 , M6118 , M6628 , (좌석)921, (마을)마포09, (공항)6002",,,,,,,,,,,,,,,,
Sijang_mapo_015,Y,상암동상점가,일반시장,,마포구,월드컵북로44길 33,마포구 상암동 33-1,,KOR,126.895469916,37.576283243,1,#0000FF,L,4,376-1623,,,,,,,,,,,면적(㎡),5558,점포수(개),139,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,,,주변 버스정류소,"상암초등학교(14-945) - (간선)171 , 172 , 710 , 771 , (지선)6715 , 7013A , 7013B , 7016 , 7711 , 7730 , (광역)9711A , 9711B , (마을)마포15",,,,,,,,,,,,,,,,
Sijang_mapo_014,Y,도화동 상점가,일반시장,,마포구,마포대로 68,마포구 도화동 563,,KOR,126.94894329,37.541324617,1,#0000FF,L,4,712-6822,,,,,,,,,,,면적(㎡),5650,점포수(개),146,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,,,주변 버스정류소,"샛별문방구,마포전철역(14-893) - (마을)마포01",,,,,,,,,,,,,,,,
Sijang_mapo_013,Y,용강동 상점가,일반시장,,마포구,마포대로1길 16,마포구 용강동 50-16,,KOR,126.943112303,37.539714802,1,#0000FF,L,4,715-1255,,,,,,,,,,,면적(㎡),9242,점포수(개),274,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,,,주변 버스정류소,"용강동주민센터(14-240) - (지선)7013A , 7013B ",,,,,,,,,,,,,,,,
Sijang_mapo_012,Y,아현시장,일반시장,,마포구,굴레방로9길 17,마포구 아현동 327-10,,KOR,126.954707409,37.556739437,1,#0000FF,L,4,312-0143,http://blog.naver.com/ahyeonmarket,,,,,,,,문화관광형 시장(2014),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),18849.35,점포수(개),168,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"아현전철역,아현시장(14-578) - (마을)서대문05",,,,,,,,,,,,,,,,
Sijang_mapo_011,Y,망원시장,일반시장,,마포구,마포구 망원동8길7(망원동),마포구 망원동 486-5,,KOR,126.9059586,37.556922451,1,#0000FF,L,4,335-3591,,,,http://economy.seoul.go.kr/files/2012/03/economy_a09.gif,,,,,,,면적(㎡),11159,점포수(개),79,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농수산물, 공산품 (특히 야채, 과일 신선) / 깨가 쏟아지는 마당쇠(기름집), 알뜰살림(그릇) - 대를 이어 오래된 점포",주변 버스정류소,망원시장(14-572) - (마을)마포09,,,,,,,,,,,,,,,,
Sijang_mapo_010,Y,망원동월드컵시장,일반시장,,마포구,망원로7길 31,마포구 망원동 424-7,,KOR,126.905041669,37.558719353,1,#0000FF,L,4,322-6656,,,,,,,,,,,면적(㎡),5473,점포수(개),49,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,망원동월드컵시장(14-956) - (마을)마포09,,,,,,,,,,,,,,,,
Sijang_mapo_009,Y,신수시장,일반시장,,마포구,토정로17길 17,마포구 신수동 288-1,,KOR,126.935589444,37.545434065,1,#0000FF,L,4,717-1324,,,,,,,,,,,면적(㎡),1092,점포수(개),3,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"신수시장,국민은행(14-873) - (마을)마포12",,,,,,,,,,,,,,,,
Sijang_mapo_008,Y,마포농수산물시장,일반시장,,마포구,월드컵로235(성산동),마포구 성산동,,KOR,126.898471782,37.564989194,1,#0000FF,L,4,300-5062,,,,,,,,,,,면적(㎡),17319,점포수(개),144,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"마포농수산물시장,월드컵경기장(14-103) - (간선)271 , 571 , 710 , (지선)7011 , 7013A , 7013B , 7715 , 7733 , (광역)9711A , 9711B ",,,,,,,,,,,,,,,,
Sijang_mapo_007,Y,합정시장,일반시장,,마포구,"양화진길5(합정동, 합정아파트)",마포구 합정동 375-1,,KOR,126.913318211,37.548151231,1,#0000FF,L,4,334-2425,,,,,,,,,,,면적(㎡),5433,점포수(개),11,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"합정역(14-011) - (간선)602 , 603 , 604 , 760 , N26 , N62 , (지선)5712 , 5714 , 6712 , 6716 , 7612 , (직행)1004 , 3000 , (광역)1000 , 1100 , 1101 , 1200 , 1300 , 1301 , 1302 , 1601 , 6724 , M6117 , M6118 , M6628 , (공항)6002",,,,,,,,,,,,,,,,
Sijang_mapo_006,Y,서교시장,일반시장,,마포구,홍익로3길20(서교동),마포구 서교동 357-1,,KOR,126.921683588,37.553489995,1,#0000FF,L,4,3141-2502,,,,,,,,,,,면적(㎡),12640,점포수(개),54,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,국민은행서교동지점(14-862) - (마을)마포16,,,,,,,,,,,,,,,,
Sijang_mapo_004,Y,영진시장,일반시장,,마포구,동교로12길 21,마포구 서교동 485-14,,KOR,126.912662783,37.553470582,1,#0000FF,L,4,336-1494,,,,,,,,,,,면적(㎡),3761,점포수(개),13,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"성산초등학교입구(14-247) - (간선)271, (지선)7013A , 7013B , 7733 ",,,,,,,,,,,,,,,,
Sijang_mapo_003,Y,동진시장,일반시장,,마포구,성미산로 198,마포구 연남동 227-15,,KOR,126.926763494,37.562340976,1,#0000FF,L,4,325-9559,http://www.facebook.com/makedongjin,,,,,,,,,,면적(㎡),492,점포수(개),17,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"연남동(14-226) - (간선)110B , 270 , 721 , 740 , 753 , 760 , (지선)7611 , 7612 , 7613 , 7739 ",,,,,,,,,,,,,,,,
Sijang_mapo_002,Y,마포시장,일반시장,,마포구,마포대로6길 30,마포구 공덕동 256-5,,KOR,126.953723513,37.545083811,1,#0000FF,L,4,719-3308,,,,,,,,,,,면적(㎡),1689,점포수(개),78,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"공덕역,공덕시장(14-141) - (간선)163 , 261 , 463 , 604 , N16 ",,,,,,,,,,,,,,,,
Sijang_mapo_001,Y,공덕시장,일반시장,,마포구,만리재로 19,마포구 공덕동 256-10,,KOR,126.953030623,37.544525609,1,#0000FF,L,4,712-0076,,,,,,,,,,,면적(㎡),1699,점포수(개),43,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"공덕역,공덕시장(14-141) - (간선)163 , 261 , 463 , 604 , N16 ",,,,,,,,,,,,,,,,
Sijang_jungnang_015,Y,태능시장,일반시장,,중랑구,동일로129길 35,중랑구 중화동 314-1,,KOR,127.077435333,37.59929374,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2012/06/55a49742e9e9b3.98493072.jpg,,,,,,,면적(㎡),,점포수(개),115,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"의류,생활용품 등/일반",주변 버스정류소,"태릉시장입구(07-397) - (지선)2114, (마을)중랑01",,,,,,,,,,,,,,,,
Sijang_jungnang_014,Y,묵1동도깨비시장,일반시장,,중랑구,공릉로12가길 18,중랑구 묵동 157-34,,KOR,127.0806248,37.616752,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2012/06/55a496e2a57e86.64952599.jpg,,,,,,,면적(㎡),,점포수(개),75,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"의류,생활용품 등/일반",주변 버스정류소,"묵동구길(07-213) - (간선)202, (지선)1224, 1227, 2113, 2114",,,,,,,,,,,,,,,,
Sijang_jungnang_013,Y,중화제일시장,일반시장,,중랑구,동일로143길 43,중랑구 묵동 249-104,,KOR,127.0762977,37.60512,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2012/06/55a496a44942f8.11592357.jpg,,,,,,,면적(㎡),,점포수(개),30,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"의류,생활용품 등/일반",주변 버스정류소,제일시장(07-391) - (지선)2114,,,,,,,,,,,,,,,,
Sijang_jungnang_012,Y,사가정골목시장,일반시장,,중랑구,면목로44길 16,중랑구 면목동 472-45,,KOR,127.089369998,37.581080269,1,#0000FF,L,4,492-2214,,,,http://economy.seoul.go.kr/files/2012/06/55a4945c1a7515.00609834.jpg,,,,,,,면적(㎡),5807,점포수(개),117,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"손두부마을, 순두부이쁜이, 웰빙먹거리, 동태탕",주변 버스정류소,"사가정시장(07-249) - (지선)2227 , 2230 , 2312 ",,,,,,,,,,,,,,,,
Sijang_jungnang_011,Y,동원골목시장,일반시장,,중랑구,상봉로11길 37,중랑구 면목동 103-1,,KOR,127.091397457,37.589734152,1,#0000FF,L,4,2209-0220,,,,http://economy.seoul.go.kr/files/2012/06/55a493e18bab74.88894686.jpg,,,,,,,면적(㎡),6360,점포수(개),127,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"소문난순대국, 홍두깨칼국수, 명가족발, 찹쌀꽈배기",주변 버스정류소,"동원시장(07-313) - (일반)70, (간선)320, (지선)2012",,,,,,,,,,,,,,,,
Sijang_jungnang_010,Y,동부골목시장,일반시장,,중랑구,중랑천로10길 61,중랑구 상봉동 130-161,,KOR,127.076307605,37.592437218,1,#0000FF,L,4,437-8155,,,,http://economy.seoul.go.kr/files/2012/06/55a493a1cb1698.23402126.jpg,,,,,문화관광형 시장(2015),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),4500,점포수(개),120,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"손칼국수&수제왕돈까스, 닭꼬치 먹을래 핫바 먹을래, 동부왕족발",주변 버스정류소,"중랑역,동부시장(07-005) - (일반)3 , 7-5 , 30 , 51 , 52 , 65 , 88 , 165 , 166-1 , 167 , 202 , 707, (간선)105 , 201 , 202 , 241 , 260 , 270 , 272 , N26 , (지선)1224 , 1227 , 2311 , (직행)1330-2 , 1330-4 , 1330-44 , (급행)8005, (좌석)330-1",,,,,,,,,,,,,,,,
Sijang_jungnang_009,Y,면목골목시장,일반시장,,중랑구,면목로33길 20-14,중랑구 면목동 352-9,,KOR,127.084615849,37.577264801,1,#0000FF,L,4,496-5665,,,,http://economy.seoul.go.kr/files/2012/06/55a4941c7bfd61.15237989.jpg,,,,,,,면적(㎡),13563.61,점포수(개),92,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"웰빙견과, 쌍둥이반찬, 시골반찬, 닭강정",주변 버스정류소,"방약국앞(07-184) - (간선)240, 272, (지선)2112 , 2230 , 2233 , 2311 ",,,,,,,,,,,,,,,,
Sijang_jungnang_008,Y,우림골목시장,일반시장,,중랑구,망우로62길 52-4,중랑구 망우동 463-44,,KOR,127.09825595,37.596768806,1,#0000FF,L,4,436-3598,http://www.urimsijang.com,,,http://economy.seoul.go.kr/files/2012/06/55a4934730dbd5.73821985.jpg,,,,,,,면적(㎡),22269.3,점포수(개),130,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"우림순대국, 웰빙콩나물국밥, 서박사곱창, 홍두깨칼국수",주변 버스정류소,"우림시장,망우사거리(07-010) - (일반)3 , 7-5 , 30 , 51 , 52 , 65 , 70 , 88 , 165 , 166-1 , 167 , 202 , 707 , (간선)201 , 260 , 262 , 270 , N26 , (지선)2016 , 2235 , (직행)1330-2 , 1330-4 , 1330-44 , (급행)8005, (좌석)330-1",,,,,,,,,,,,,,,,
Sijang_jungnang_007,Y,신아타운,일반시장,,중랑구,봉화산로 194,중랑구 신내동 666,,KOR,127.094686679,37.606450356,1,#0000FF,L,4,3422-4501,,,,http://economy.seoul.go.kr/files/2012/06/55a49652997a94.78854316.jpg,,,,,,,면적(㎡),31128.63,점포수(개),127,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"의류,생활용품 등/일반",주변 버스정류소,"중랑구청(07-267) - (간선)273, (지선)1122 , 2115 , 2230 , 2311 ",,,,,,,,,,,,,,,,
Sijang_jungnang_006,Y,동성타워프라자,일반시장,,중랑구,봉화산로 221,중랑구 신내동 786,,KOR,127.097186508,37.608024929,1,#0000FF,L,4,3423-2975,,,,http://economy.seoul.go.kr/files/2012/06/55a4960785d9e2.44592283.jpg,,,,,,,면적(㎡),21609.81,점포수(개),48,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"화장품,의류 등/일반",주변 버스정류소,"동성프라자앞(07-269) - (간선)240, 273, (지선)2015",,,,,,,,,,,,,,,,
Sijang_jungnang_005,Y,유영시장,일반시장,,중랑구,봉우재로70길 96,중랑구 망우동 530-3,,KOR,127.09672306,37.591395907,1,#0000FF,L,4,491-5433,,,,,,,,,,,면적(㎡),7153.67,점포수(개),0,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"망우3동주민센터(07-192) - (간선)242, 271, (지선)2227, 2230",,,,,,,,,,,,,,,,
Sijang_jungnang_004,Y,태능엔터피아,일반시장,,중랑구,동일로129길 35,중랑구 중화동 314-1,,KOR,127.077481266,37.599205854,1,#0000FF,L,4,432-8637,,,,http://economy.seoul.go.kr/files/2012/06/55a49652997a94.78854316.jpg,,,,,,,면적(㎡),4606.34,점포수(개),34,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"의류,생활용품 등/일반",주변 버스정류소,"태릉시장입구(07-397) - (지선)2114, (마을)중랑01",,,,,,,,,,,,,,,,
Sijang_jungnang_003,Y,중랑교종합상가,일반시장,,중랑구,면목로 435-1,중랑구 면목동 129-9,,KOR,127.086722009,37.590743532,1,#0000FF,L,4,437-6100,,,,http://economy.seoul.go.kr/files/2012/06/55a494c1b55a33.58488160.jpg,,,,,,,면적(㎡),3472.37,점포수(개),78,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"의류,생활용품 등/일반",주변 버스정류소,"면목초등학교(07-169) - (간선)240 , 262 , 272 , (지선)2015 , 2230 ",,,,,,,,,,,,,,,,
Sijang_jungnang_002,Y,면목시장,일반시장,,중랑구,면목로39길 11,중랑구 면목동 650,,KOR,127.086281758,37.579546905,1,#0000FF,L,4,434-1365,,,,http://economy.seoul.go.kr/files/2012/06/55a4948cecefc1.19520838.jpg,,,,,,,면적(㎡),3977.9,점포수(개),26,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"의류,생활용품 등/일반",주변 버스정류소,"면목시장(07-180) - (간선)240 , 272 , (지선)2112 , 2230 , 2233 , 2311 ",,,,,,,,,,,,,,,,
Sijang_jungnang_001,Y,동원시장,일반시장,,중랑구,면목로74길 45,중랑구 면목동 101-1,,KOR,127.089873418,37.589834313,1,#0000FF,L,4,439-0026,,,,http://economy.seoul.go.kr/files/2012/06/55a494fa19e902.19602866.jpg,,,,,,,면적(㎡),1766.29,점포수(개),14,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,생활용품 등/일반,주변 버스정류소,"동원시장(07-313) - (일반)70, (간선)320, (지선)2012",,,,,,,,,,,,,,,,
Sijang_jung_037,Y,신중앙시장,일반시장,,중구,퇴계로85길 36,중구 황학동 442,,KOR,127.019780218,37.567390449,1,#0000FF,L,4,2252-9559,,,,,,,,,,,면적(㎡),4311.36,점포수(개),91,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"신당역,중앙시장앞(02-181) - (간선)202, 421, 463, N62",,,,,,,,,,,,,,,,
Sijang_jung_036,Y,합동(새벽)시장,일반시장,,중구,청파로 453,중구 중림동 473-5,,KOR,126.96790789,37.559837014,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),,점포수(개),64,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"한국경제신문사(02-108) - (지선)7011, 7013A, 7013B, 7017",,,,,,,,,,,,,,,,
Sijang_jung_035,Y,백학시장,일반시장,,중구,퇴계로 86길,중구 신당동 52-378,,KOR,127.019235213,37.563220594,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/55b0b04924e234.30065753.jpg,,,,,,,면적(㎡),,점포수(개),30,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농·축산물,음식점 등",주변 버스정류소,"신당역,중앙시장앞(02-182) - (간선)147, 202, 421, 463, N62, (지선)2012, 2014, 2015, 6211",,,,,,,,,,,,,,,,
Sijang_jung_034,Y,대림상가,전문시장,,중구,을지로 157,중구 산림동 207-2,,KOR,126.995439161,37.567138542,1,#0000FF,L,4,2278-5191~9,,,,http://economy.seoul.go.kr/files/2015/07/55b0ad5c353b17.25838708.jpg,,,,,,,면적(㎡),10956,점포수(개),354,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(전기, 전자, 기계)",대표상품,의류,주변 버스정류소,"을지로4가(02-162) - (간선)100, 152, 202, 261, N30",,,,,,,,,,,,,,,,
Sijang_jung_033,Y,청계공구상가,전문시장,,중구,청계천로 124,중구 입정동 258,,KOR,126.991208199,37.567970523,1,#0000FF,L,4,2275-4070,http://www.kimta.kr,,,http://economy.seoul.go.kr/files/2015/07/55b09e7be5e945.46822394.jpg,,,,,,,면적(㎡),9329,점포수(개),188,형태(골목/건물/상점가),상점가,취급상품(일반/전문),"전문시장(기계, 공구)",대표상품,기계공구,주변 버스정류소,"청계2가,수표교(01-272) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jung_032,Y,청계5가쇼핑센터,일반시장,,중구,동호로 390-3,중구 방산동 4-11,,KOR,127.002354793,37.569234617,1,#0000FF,L,4,070-7760-1207,,,,http://economy.seoul.go.kr/files/2015/07/55b0ac27490845.99405682.jpg,,,,,,,면적(㎡),1933,점포수(개),44,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),일반시장,대표상품,"안경,인삼,의류 등",주변 버스정류소,방산종합시장(02-272) - (간선)152,,,,,,,,,,,,,,,,
Sijang_jung_031,Y,테크노상가,전문시장,,중구,중구 마장로 1가길17 (신당동),중구 신당동 213-51,,KOR,127.013299877,37.568915132,1,#0000FF,L,4,2232-4821,http://www.sph.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b09ddb1235b4.39820837.jpg,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),4405.3,점포수(개),170,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,의류,주변 버스정류소,"청계7가,동평화,청평화시장(02-229) - (간선)163, (지선)2015",,,,,,,,,,,,,,,,
Sijang_jung_030,Y,명동 지하도상가,전문시장,,중구,남대문로2가 123(남대문로2가),중구 남대문로2가 130-2,,KOR,126.982059298,37.56373921,1,#0000FF,L,4,778-1500,,,,http://economy.seoul.go.kr/files/2015/07/55b0aba90ab2b7.86229891.jpg,,,,,,,면적(㎡),3838,점포수(개),58,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,"안경,인삼,의류 등",주변 버스정류소,"해운센터,롯데영플라자(02-141) - (간선)162, 163, 201, 506, N30, (직행)9301, (광역)2500, 9701",,,,,,,,,,,,,,,,
Sijang_jung_029,Y,남대문로 지하상가,전문시장,,중구,남대문시장길 25-3,중구 남대문로4가 18-2,,KOR,126.977195237,37.560393299,1,#0000FF,L,4,773-0999,,,,http://economy.seoul.go.kr/files/2015/07/55b0abd6245348.31268821.jpg,,,,,,,면적(㎡),2163,점포수(개),81,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,공예,주변 버스정류소,"북창동, 남대문시장(02-127) - (간선)100, 151, 152, 162, 163, 201, 202, 261, 262, 405, 421, 463, 501, 505, 506, 507, 701, 702A, 702B, 705, N15, N30, (지선)7013A, 7013B, 7017, 7021",,,,,,,,,,,,,,,,
Sijang_jung_028,Y,청계6가 지하도상가,전문시장,,중구,장충단로 280,중구 을지로6가 18-11,,KOR,127.009666041,37.569190062,1,#0000FF,L,4,2275-4812,,,,http://economy.seoul.go.kr/files/2015/07/55b0719848fe53.25598008.jpg,,,,,,,면적(㎡),1094,점포수(개),54,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,"의류,신발,잡화",주변 버스정류소,"청계6가,평화시장(02-228) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jung_027,Y,을지입구지하상가,전문시장,,중구,을지로지하 58(을지로2가),중구 을지로2가 197,,KOR,126.983817778,37.565943891,1,#0000FF,L,4,752-7522,,,,http://economy.seoul.go.kr/files/2015/07/55b072c65fc637.79846126.jpg,,,,,,,면적(㎡),1225,점포수(개),60,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,사무기기,주변 버스정류소,"을지로입구,로얄호텔(02-156) - (간선)100, 105, 152, 202, 261, 472, N30",,,,,,,,,,,,,,,,
