"도서관명","자치구명","주소","전화번호","팩스번호","홈페이지","이용시간","휴관일","도서관구분","X좌표","Y좌표","개관년월일","회원가입방법","대출책수/기간","오는방법(교통사항)","층별안내"
"북카페 두드림","용산구","서울특별시 용산구 효창원로8길 3 원효로2동 주민센터 4층","02-2199-8500","02-2199-5890","","","토일요일","작은도서관","37.5356973","126.951523","20140423","","","",""
"북카페 라온아토","용산구","서울특별시 용산구 한강대로 38길 28 한강로동주민센터 3층","02-2199-8743","","","","토일요일","작은도서관","37.5294507","126.969224","20141030","","","",""
"북카페 자유다","용산구","서울특별시 용산구 서빙고로 279 서빙고동주민센터 1층","02-2199-8746","2199-5980","","","토일요일","작은도서관","37.5218016","126.994651","20120130","","","",""
"북카페 청마루","용산구","서울특별시 용산구 녹사평대로 150(용산구종합행정타운) 10층","02-2199-8967","02-2199-5520","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.5330502","126.990376","20110415","","","",""
"서빙고동 작은도서관","용산구","서울특별시 용산구 서빙고로 279(서빙고동주민센터)","02-2199-8746","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.520476797947815","126.99465166186368","","","","",""
"서울비전문고","용산구","서울도서관 용산구 원효로71길 24 서울비전교회","02-703-9641","703-9661","http://blog.daum.net/anyjigi/1676155","","월 일요일","작은도서관","37.5387015","126.963873","20080404","","","",""
"서울비젼문고","용산구","서울특별시 용산구 원효로71길 24(서울비전교회)","02-703-9641","","","","월요일","작은도서관","37.53807336991378","126.96390155121388","","","","",""
"서울특별시교육청남산도서관","용산구","서울특별시 용산구 소월로 109","02)754-7338","02)754-6545","nslib.sen.go.kr","","매월 1 3주 월요일","공공도서관","37.552782","126.981979","19221005","- 가입대상 : 서울시 거주자(주민등록상) 서울소재 대학생 및 직장인(재학                증명서 및 재직증명서)  - 가입방법(구비서류) : 대출회원 가입신청서 작성 후 신분증을 자료실에 제출하면 당일 대출 가능","- 도서 : 1회 6권 14일 - 잡지 : 1회 6권 14일(과월호) - 비도서 : 1회 2종 14일(DVD 음악CD CD-ROM 등 단최근 2년내 영화DVD 웹자료는 대출 제외)","- 승용차를 이용할 경우 한남대교 : 약수동 방향 - 숭례문 방향으로 유턴 - 숭례문 방향 우회 소월길(남산순환도로) 진입 - 그랜드하얏트 호텔에서 약 2 km 지점  서울역 : 숭례문 우회 - 소월길(남산순환도로) 힐튼호텔에서 약 0.5km 지점","- 지하1층 : 해당없음   - 1층 : 관장실 관리과 자료봉사과 전시실 식당;매점 기계실 변전실   - 2층 : 연속간행물실 전자정보실 휴게실 시청각실 학교도서관지원과           이동문고사무실 취업정보코너   - 3층 : 일반열람실 1(문화교실 남;여) 일반열람실 2(여자) 어;문학실           문화활동지원과 국제교류코너   - 4층 : 인문;사회과학실 자연과학실(예술자료) 지역정보코너   - 5층 : 일반열람실 3(남자) 일반열람실 4(여자) 독서상담실 서고(구일서 고서)"
"서울특별시교육청용산도서관","용산구","서울특별시 용산구 두텁바위로 160","02-6902-7777","","http://yslib.sen.go.kr/yslib_index.jsp","","매월 둘째 넷째 화요일 법정공휴일(일요일을 제외한 관공서 공휴일)","공공도서관","37.55191","126.980139","19810421","- 가입대상 : 서울시 거주자 서울시 재직 및 재학생 - 가입방법(구비서류) : 신분증(어린이는 주민등록등본) 증명사진 1매 신청서","- 1인 4권 14일간","-버 스   노선번호 주  요  경  유  지 402 (구83-1) 수서역-대치역-도곡역-양재역-강남역-한남대교-단국대-남산도서관(용산도서관)-시청앞-광화문 0014 (구79-1) 보광삼거리-이태원파출소-한강진역-하얏트호텔-남산도서관(용산도서관)-시청-종로1가-남대문시장-서울역 03 남산서울타워-남산도서관(용산도서관)-백범광장-남산3호터널-용산한신아파트-이태원-한남2동사무소-한강진역 02 동대입구역-국립극장-남산서울타워-남산도서관(용산도서관)-서울애니메이션센터입구-대한극장앞-퇴계로5가   -지하철   지하철 노선 출 구 버스이용 정류장 1호선 서울역 4번 출구 연세 세브란스빌딩 앞  (402번 버스 환승) 2호선 시청역 8번 출구 삼성본관 앞           (402번 버스 환승) 4호선 회현역 5번 출구 남정악세사리 전문상가 건너편 하나은행 앞                       (402번 버스 환승) 5호선 광화문역 1번 출구 세종문화회관 앞       (402번 버스 환승)","5층  안내실 자료봉사과 관리과 관장실 평생학습실 자율학습실(여) 4층  디지털자료실 시청각실 문화교실 3층 -문헌정보실 옥외휴게실 2층  어린이실 자율학습실(남여) 자율학습실(남) 1층  안내실 자율학습실(남여) 자율학습실(여) 휴게실(식당 매점) 지하  모빌렉서고 변전실 보일러실 창고"
"순천향대학병원 의학도서관","용산구","서울특별시 용산구 대사관로 59 순천향대학병원 향설교육관 3층","02-709-9797","","http://www.schmc.ac.kr/seoul/kor/library/index.do","","일요일 공휴일","","37.533936","127.004334","","","X(열람 및 복사 가능)","",""
"어린이 아뜰리에","용산구","서울특별시 용산구 이촌로 248(한강맨션) 31동 3층","010-4000-4623","","http://cafe.daum.net/Hbook?t__nil_cafemy=item","","토일공휴일","작은도서관","37.5194042","126.975067","20090617","","","",""
"오렌지나무","용산구","서울특별시 용산구 새창로12길 13 용문동주민센터 1층","02-2199-8754","","","","","작은도서관","37.5389612","126.9575891","","","","",""
"오렌지나무 작은도서관","용산구","서울특별시 용산구 새창로12길 13 (도원동)","02-2199-8754","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.538954249543785","126.95758291880041","","","","",""
"용산2가동 새마을문고","용산구","서울특별시 용산구 신흥로 90(용산2가동 주민센터) 지하1층","02-2199-8420","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.5476582","126.985567","19961230","","","",""
"용산e편한세상 북카페","용산구","서울특별시 용산구 원효로 216(용산e편한세상) 109동 1층","070-8899-8842","","http://hyochang.ijesus.net","","수 일요일","작은도서관","37.5348124","126.966923","20120621","","","",""
"용산꿈나무도서관","용산구","서울특별시 용산구 백범로329(원효로1가 꿈나무타운) 3층","02-707-0138","","https://www.yslibrary.or.kr/","","매주 월요일 및 법정 공휴일","공공도서관","37.53890262506769","126.96501453114469","","","","",""
"원동글마루 작은도서관","용산구","서울특별시 용산구 원효로64길 25 (원효로2가)","02-713-8172","","","","매주(월) 법정공휴일","작은도서관","37.53547150145353","126.96463144735064","","","","",""
"원효로제2동 작은도서관 두드림","용산구","서울특별시 용산구 효창원로8길 3(원효로제2동 주민센터) 4층","02-2199-8500","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.534353221539476","126.95154829621121","","","","",""
"이태원 글빛 작은도서관","용산구","서울특별시 용산구 이태원로15길 1(이태원동)","02-795-9146","","","","월 ","작은도서관","37.534618637853384","126.99019286219564","","","","",""
"이태원2동새마을문고","용산구","서울특별시 용산구 회나무로13길 58 이태원2동 주민센터","02-2199-8759","2199-5960","","","토 일요일","작은도서관","37.5430632","126.990138","20071105","","","",""
"일본국제교류기금 서울문화센터 문화정보실","용산구","서울특별시 용산구 한강대로 366 트윈시티남산 오피스동 2층","02-397-2860","","http://lib.jpf.or.kr/","","일요일 기관방침에 따른 휴관","","37.556292","126.937236","","","○","",""
"작은도서관 꿈꾸는 책마을","용산구","서울특별시 용산구 장문로 95(보광동 주민센터)","02-2199-8747","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.5263009993796","127.00018100690068","","","","",""
"주한독일문화원 도서관","용산구","서울특별시 용산구 소월로 132","02-2021-2804","","www.goethe.de/ins/kr/ko/kul/bib.html","","법정공휴일 기관방침에 따른 휴관","","37.550662","126.982677","","","○(단 직원 업무시간 이외의 개관시간에는 도서관 공간 사용 및 열람만 가능. 도서관 회원증 소지자는 무인대출기를 통해 반납/대출/연장 가능) ","",""
"주한미국대사관 아메리칸센터","용산구","서울특별시 용산구 한강대로72길 3","02-397-4649","","kr.usembassy.gov/ko/education-culture-ko/american-center-korea-ko/","","토요일 일요일","","37.540672","126.97363","","","○(18세 이상 성인 대출 가능)","",""
"청소년 푸르미르 작은도서관","용산구","서울특별시 용산구 이촌로71길 24(이촌제1동주민센터 용산청소년수련관)","02-749-0532","","https://www.yslibrary.or.kr/(예정)","","토일요일","작은도서관","37.52135688370054","126.9732987193275","","","","",""
"청소년수련관 푸르미르","용산구","서울특별시 용산구 이촌로 71길 24 이촌제1동 주민센터 용산청소년수련관 5층","02-749-0532","02-749-0223","","","매주 일요일","작은도서관","37.5220596","126.973243","20141201","","","",""
"청파도서관","용산구","서울특별시 용산구 청파로93길 27(서계동) 1층","02-714-3931","02-719-3932","https://www.yslibrary.or.kr/","","매주 월요일 및 법정 공휴일","공공도서관","37.553896","126.96753","20090814"," 서울시 거주 또는 직장 재직자 ","3권 이내 기본 14일 연기 7일 ","- 지하철 : 1？4호선 서울역 1번 출구 소화아동병원 방향 (10분) - 버스    서계동 정류장 : 262 503(도보 5분)   손기정체육공원정류장 : 163 263 261 604 마을버스 용산 04(도보 2분)","안내데스크 자료실 열람실 멀티미디어실 유아열람실"
"한강로동 작은도서관","용산구","서울특별시 용산구 한강대로38길 28(한강로동주민센터)","02-2199-8743","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.528142242670505","126.96922807094677","","","","",""
"한남동 도서관","용산구","서울특별시 용산구 이태원로 22-19","02-2199-8742","","","","","작은도서관","37.5392309","127.0024569","","","","",""
"한남동 작은도서관","용산구","서울특별시 용산구 이태원로 224-19 (한남동)","02-2199-8742","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.53485690898016","127.00026701567703","","","","",""
"햇빛꿈이있는도서관","용산구","서울특별시 용산구 효창원로86가길 28(청파동교회) 1층","02-706-1344","706-1345","","","주말 법정공휴일","작은도서관","37.5488393","126.965340","20060926","","","",""
"회나무작은도서관","용산구","서울특별시 용산구 회나무로13길 58(이태원제2동주민센터)","02-2199-8759","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.541902324341166","126.99019643433718","","","","",""
"효창독서마당","용산구","서울특별시 용산구 효창원로 161(효창동 주민센터 3층)","02-2199-8520","2199-5900","http://cafe.daum.net/Hbook?t__nil_cafemy=item","","토일공휴일","작은도서관","37.5438029","126.961844","20040511","","","",""
"효창동 작은도서관","용산구","서울특별시 용산구 효창원로 161(효창동 주민센터)","02-2199-8753","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.542509245309944","126.96184001356025","","","","",""
"효창사랑작은도서관","용산구","서울특별시 용산구 효창원로 160(청파로3가) 1층","02-713-2309","713-2309","http://www.wondong.or.kr/","","월토법정공휴일","작은도서관","37.5428685","126.962507","20050104","","","",""
"후암동 북&캠프","용산구","서울특별시 용산구 후암동 후암로 32-6 후암동주민센터","02-2199-8758","2199-8359","cafe.naver.com/bookandcamp","","주말 및 공휴일","작은도서관","37.5499781","126.978124","20010917","","","",""
"후암동 작은도서관 북앤캠프","용산구","서울특별시 용산구 후암로 32-6(후암동 주민센터) 2층","02-2199-8758","","https://www.yslibrary.or.kr/(예정)","","매주 토일요일 및 법정 공휴일","작은도서관","37.548697847707444","126.97815045847554","","","","",""
"MBL 문고","은평구","서울특별시 은평구 갈현로 23길 18","02-383-8214","","","","매주 토요일일요일","작은도서관","37.6175496","126.9124534","","","","",""
"고리마루작은도서관","은평구","서울특별시 은평구 갈현로 301(갈현1동청사및문화의집)","02-351-5116","351-5707","http://library.eunpyeong.seoul.kr/usweb/opt2/usmn100.asp?","","일요일 법정공휴일","작은도서관","37.6236871299396","126.916687236376","20050504","","","",""
"구립은평뉴타운도서관","은평구","서울특별시 은평구 진관2로 111-51","02-6341-6400","02-6341-6419","www.enlib.or.kr","","매주 금요일 법정공휴일","공공도서관","37.6372458","126.9331304","20150921","홈페이지 회원으로 가입하신 후 도서대출 회원으로 변경하시려면 신분증을 가지고 1층 어린이자료실 3층 종합자료실로 오셔서 가입절차를 거치시면 됩니다. 홈페이지 회원가입 시 본인 확인이 먼저 이루어져야하며 본인 확인 방법으로 아이핀(I-PIN)인증 핸드폰 인증을 사용할 수 있습니다. 만14세 미만 아동은 법정대리인(보호자)의 동의 절차를 거쳐 홈페이지 회원으로 가입되오니 반드시 인터넷회원 가입 후 도서관을 이용해 주시기 바랍니다. 공공I-PIN 발급은 ‘온라인 발급’과 ‘방문신청 발급’ 두 가지 방법이 이용 가능하며 ‘방문신청 발급’의 경우 가까운 읍·면사무소 또는 주민센터를 방문하시면 됩니다. (‘방문신청 발급’ 운영시간은 평일 09:00~18:00이며 주말은 운영하지 않습니다. ‘온라인 발급’은 상시 이용 가능합니다.)","5권 이내 기본 14일 연기 7일(1회)","■구파발역  구파발역에서 진관동 주민센터 방향으로 400m 직진 → 사거리에서 좌회전하여 은평메디텍고등학교 방향으로 1km 직진 → 구립은평뉴타운도서관  ■연신내역 연신내역 사거리 → 은평경찰서 방향으로 약 2.5km 직진 → 제각말아파트에서 제각말.우물골 방향으로 좌회전하여 길 따라 200m 직진 → 구립은평뉴타운도서관 ",""
"구산동도서관마을","은평구","서울특별시 은평구 연서로 13길 29-23","02-357-0100","","www.gsvlib.or.kr","","매주 월요일 법정공휴일","공공도서관","37.609614","126.913018","","","","",""
"꿈 어린이도서관","은평구","서울특별시 은평구 연서로 14길 23","02-353-6887","","","","월요일 일요일 법정공휴일","작은도서관","37.6083834","126.917975","20100205","","","",""
"꿈꾸는 작은도서관","은평구","서울특별시 은평구 진흥로 1길 17 지하 1층","070-7518-2148","070-7518-2148","kkumda.co.kr","","일요일","작은도서관","37.6020136","126.918534","20150126","","","",""
"꿈꾸는i작은도서관","은평구","서울특별시 은평구 진관3로 46 은평제일교회","02-353-2829","02-355-3807","","","매주 일요일","작은도서관","37.6406141","126.921441","20140924","","","",""
"꿈샘도서관","은평구","서울특별시 은평구 응암로 20길 23","02-376-9191","","","","일요일만 운영","작은도서관","37.5931463","126.9207331","","","","",""
"꿈지락작은도서관","은평구","서울특별시 은평구 진관1로 77-8 은평뉴타운폭포동아파트 402동 1층","010-3646-1131","","","","토요일 일요일","작은도서관","37.6314019","126.930591","20140306","","","",""
"나누리작은도서관","은평구","서울특별시 은평구 진관1로 55 (진관동 은평뉴타운 마고정)","010-2022-9888","","","","토일요일 법정공휴일","작은도서관","37.63156548049618","126.92781698346599","","","","",""
"내를건너서숲으로도서관","은평구","서울시특별시 은평구 증산로17길 50","02-307-6701~2","","http://www.nslib.or.kr","","매주 월요일 및 법정공휴일","공공도서관","37.591602","126.908130","","","","",""
"녹번동 문화사랑방","은평구","서울특별시 은평구 은평로 195","02-351-50074","351-5701","","","토일법정공휴일","작은도서관","37.6037405","126.928842","20100114","","","",""
"녹번만화도서관","은평구","서울특별시 은평구 은평로 245","02-356-1676","","http://lib.eplib.or.kr","","매주 월요일","작은도서관","37.601107","126.934987 ","","","","",""
"다니엘 작은도서관","은평구","서울특별시 은평구 연서로 41길 13-3 부림교회","","","","","","작은도서관","37.6258039","126.9276339","","","","",""
"다문화도서관바오밥나무","은평구","서울특별시 은평구 연서로17길 18-6 145호","070-7642-0227","02-388-0227","","","토일요일","작은도서관","37.6135482","126.916179","20131229","","","",""
"다섯콩도서관","은평구","서울특별시 은평구 서오릉로4길 10 성암교회교육관 2층 성암비전센터","02-384-1184","","https://5beanslib.blog.me/","","월요일","작은도서관","37.6060423","126.925833","20100619","","","",""
"대조꿈나무어린이도서관","은평구","서울특별시 은평구 연서로20길 24-6(대조어린이도서관)","02-382-3959","02-382-3859","http://cafe.naver.com/djkkumnamulib ","","일요일 법정공휴일","작은도서관","37.6138222885011","126.920716769634","20050610","- 가입대상 : 지역주민 누구나  - 가입방법(구비서류) : 사진 1장 주민등록등본 1통","1인당 1회 2권(7일간)","","1층 그림책 신간도서   2층 아동 청소년 성인도서  3층 동아리방"
"대조제일교회꿈꾸는도서관","은평구","서울특별시 은평구 역말로10가길 22-12","02-386-6680","388-2320","www.daejolove.com","","월요일 법정공휴일","작은도서관","37.6123234","126.925581","20090727","","","",""
"두근두근작은도서관","은평구","서울특별시 은평구 진관2로 90 (진관동 은평뉴타운 마고정)","070-7325-1307","","","","토일요일 법정공휴일","작은도서관","37.6338779392932","126.92576642413525","","","","",""
"두드림 도서관","은평구","서울특별시 은평구 진관3로 15-35 은평뉴타운구파발아파트 1001동 1층","02-358-9559","","","","목금토일법정공휴일","작은도서관","37.6401268","126.918199","20110620","","","",""
"래미안 푸른숲 도서관","은평구","서울특별시 은평구 진관3로 77 1층(은평뉴타운구파발아파트)","070-8800-8557","","","","일요일법정공휴일","작은도서관","37.6441747","126.919668","20110609","","","",""
"롯데캐슬문고","은평구","서울특별시 은평구 진관3로 70 은평뉴타운상림마을 830동 1층","","355-6308","","","일요일법정공휴일","작은도서관","37.6431548","126.923065","20100126","","","",""
"마고정 작은도서관","은평구","서울특별시 은평구 진관2로 60 335동 1층","02-353-1346","","","","없음","작은도서관","37.633375","126.924830","20130130","","","",""
"매바위 북카페","은평구","서울특별시 은평구 백련산로 100 응암2동주민센터","02-351-5244","","","","토일법정공휴일","작은도서관","37.596042","126.923078","20130226","","","",""
"모퉁이작은도서관","은평구","서울특별시 은평구 진관4로 48-51 (진관동 은평뉴타운상림마을)","02-351-3995","","","","토일법정공휴일","작은도서관","37.643636246109594","126.92975871751015","","","","",""
"무지개영어도서관","은평구","서울특별시 은평구 서오릉로21길11","02-383-4880","","","","매주 월요일 목요일","작은도서관","37.6153529","126.907553","20101130","","","",""
"물빛마을글방","은평구","서울특별시 은평구 은평터널로 48 은평종합사회복지관 4층","02-307-1181","307-2128","","","토일법정공휴일","작은도서관","37.5856298","126.899249","20071212","","","",""
"물푸레책푸레 작은도서관","은평구","서울특별시 은평구 진관4로 48-51 (진관동 은평뉴타운상림마을)","02-356-9410","","","","일요일 법정공휴일","작은도서관","37.643636246109594","126.92975871751015","","","","",""
"바다의별 작은도서관","은평구","서울특별시 은평구 통일로 786 천주교불광동교회","02-355-0545","02-355-8456","","","월요일","작은도서관","37.6150765","126.926398","20140407","","","",""
"백련산힐스 작은도서관","은평구","서울특별시 은평구 백련산로 38 백련산 힐스테이트 2차 208동 1층","02-302-0953","02-302-0921","","","없음","작은도서관","37.5912058","126.923897","20140318","","","",""
"복있는교회 작은도서관","은평구","서울특별시 은평구 백련산로 127 ","070-8227-3067","","","","일 법정공휴일","작은도서관","37.59714510371339","126.92365596866418","","","","",""
"복합문화공간[_틈]","은평구","서울특별시 은평구 연서로 27길 13-10 지하1층","070-7799-4130","6280-0413","","","일요일","작은도서관","37.6182142","126.917411","20130312","","","",""
"북한산힐스테이1차아파트문고","은평구","서울특별시 은평구 불광로2길 39 북한산힐스테이트1차아파트 1111동 지하","02-356-4620","356-4621","","","토일법정공휴일","작은도서관","37.6121683","126.936031","20091203","","","",""
"불광천작은도서관","은평구","서울특별시 은평구 응암동 586-10","02-308-3117","","http://www.ealib.or.kr","","매주 금요일","작은도서관","37.590504","126.914422 ","","","","",""
"비전뜰 도서관","은평구","서울특별시 은평구 통일로 92길 7-1 남북교회","02-388-4741","","http://cafe.naver.com/visionddle","","매주 월요일","작은도서관","37.6269019","126.920834","20140718","","","",""
"사랑방 작은도서관","은평구","서울특별시 은평구 백련산로2길 42 백련산 힐스테이트 2차 212동 1층","02-3151-0411","","","","토요일일요일","작은도서관","37.5895908","126.924297","20141226","","","",""
"산책마을 SH작은도서관","은평구","서울특별시 은평구 연서로 46길 7","02-351-3677","","http://cafe.naver.com/mtbooklibrary","","","작은도서관","37.6339022","126.9328283","","","","",""
"상림6 작은도서관","은평구","서울특별시 은평구 진관4로 107621동 1층(은평뉴타운상림마을)","02-355-5905","355-5906","","","토일법정공휴일","작은도서관","37.6486887","126.930425","20090306","","","",""
"상림글방","은평구","서울특별시 은평구 진관4로 37 ","02-355-5092(관리소)","","","","토일법정공휴일","작은도서관","37.644469478260625","126.9250760355696","","","","",""
"상림마을작은도서관","은평구","서울특별시 은평구 진관4로 48-25 공원관리사무실 내","02-383-7557","02-353-7557","http://lib.eplib.or.kr/small_lib/sl06.asp","","매주 월요일 법정공휴일","공공도서관","37.644090","126.928785","20090923","제한없음","3권 이내 기본 14일 연기 7일","- 연신내역에 정차하는 버스노선 버스노선 7211 (아이파크 714동 하차) - 구파발역에 정차하는 버스노선 버스노선 7211 (아이파크 714동 하차) 버스노선 7723 (상림마을 생태공원 앞 하차)",""
"상림책마루작은도서관","은평구","서울특별시 은평구 진관4로 17(은평뉴타운상림마을)","02-355-1900","","","","토일요일 법정공휴일","작은도서관","37.64364637984936","126.92290136772323","","","","",""
"새자람작은도서관","은평구","서울특별시 은평구 대서문길 36 (진관동)","02-383-5586","","","","일요일 법정공휴일","작은도서관","37.65547044251315","126.94855498514177","","","","",""
"샘터작은도서관","은평구","서울특별시 은평구 진관2로 111-7(은평뉴타운우물골) 220동 지하1층","02-353-1572","","","","매주 토요일일요일","작은도서관","37.6370356","126.9317708","","","","",""
"서문어린이도서관","은평구","서울특별시 은평구 가좌로10길 10 서문교회","02-375-0025","","www.seomoonch.org","","매주 토요일","작은도서관","37.5918289","126.916790","20130823","","","",""
"서영 영어전문 작은도서관","은평구","서울특별시 은평구 증산로11길 7-12 서영교회","","","","","","작은도서관","37.586492","126.911131","","","","",""
"성산작은도서관","은평구","서울특별시 은평구 증산서길 90(성산교회)","02-305-9200","","","","토일법정공휴일","작은도서관","37.584177128596444","126.9073025923358","","","","",""
"수색장로교회도서관","은평구","서울특별시 은평구 수색로16길 15 수색교회","02-304-6111","305-2014","http://susaek.winbook.kr/","","토요일 법정공휴일","작은도서관","37.5848704","126.895257","20020402","","","",""
"수색한숲도서관","은평구","서울특별시 은평구 은평터널로 66 대림한숲타운아파트 제2관리사무소 관리동 1층","02-304-8684","","http://cafe.naver.com/hansooplib","","매주 월요일","작은도서관","37.5868832","126.9016467","","","","",""
"숲속향기 작은도서관","은평구","서울특별시 은평구 연서로48길 12 은평뉴타운제각말아파트","070-8931-8473","","www.forestaptlib.com/ ","","없음","작은도서관","37.6371394","126.935931","20130716","","","",""
"시루뫼쉼터","은평구","서울특별시 은평구 증산서길 89 증산동주민센터 5층","02-351-5395","","","","토일법정공휴일","작은도서관","37.585561","126.907031","20020917","","","",""
"신사어린이도서관","은평구","서울특별시 은평구 은평로 38 신사종합사회복지관","02-376-4141","","http://www.eplib.or.kr/","","일요일 법정공휴일","작은도서관","37.5991251","126.912213","19970530","","","",""
"아오스딩도서관","은평구","서울특별시 은평구 은평로 195 녹번동성당","02-358-5001","357-5008","","","없음","작은도서관","37.6012978","126.930696","20070910","","","",""
"어린이도서관 동네북","은평구","서울특별시 은평구 진흥로 174 양광비전센터 3층","070-4652-3160","02-355-0682","cafe.naver.com/ehdspqnr2013","","없음","작은도서관","37.6083","126.928592","20130622","","","",""
"역마루작은도서관","은평구","서울특별시 은평구 연서로 59(역촌동주민센터)","02-351-5329","351-5921","https://library.eunpyeong.seoul.kr/usweb/opt4/index.asp","","매주 토요일 일요일","작은도서관","37.6044012428392","126.915100636002","20100809","","","",""
"영광영재도서관","은평구","서울특별시 은평구 갈현로7가길 10","02-354-7177","352-7177","http://www.firstglory.or.kr","","월요일","작은도서관","37.6035898","126.909221","20061206","","","",""
"예뜰도서관","은평구","서울특별시 은평구 은평로 3길 7 은평비전센터 1층","070-7169-3094","","","","월요일법정공휴일","작은도서관","37.6002121","126.915116","20090311","","","",""
"올리브나무 도서관","은평구","서울특별시 은평구 은평터널로 198 2층","02-6407-1255","","http://blog.naver.com/sja7313","","월요일일요일","작은도서관","37.5968207","126.909207","20131216","","","",""
"우물골 마슬 문고","은평구","서울특별시 은평구 진관2로 77 은평뉴타운우물골 206동 1층","02-353-1548","02-353-1549","","","토요일일요일","작은도서관","37.634581","126.927618","20110303","","","",""
"우물골작은도서관","은평구","서울특별시 은평구 진관2로 77(은평뉴타운우물골)","02-353-1548","","","","일요일 법정공휴일","작은도서관","37.63467536365456","126.92729735744882","","","","",""
"은광교회도서관","은평구","서울특별시 은평구 통일로 68길 11","02-383-2116","","","","매주 월요일","작은도서관","37.6129113","126.929724","20130719","","","",""
"은평구립도서관","은평구","서울특별시 은평구 통일로78가길 13-84","02-385-1671","02-388-9451","http://www.eplib.or.kr","","매주 월요일 법정공휴일","공공도서관","37.618937","126.928254","20011015","홈페이지 회원가입을 완료한 뒤 중학생 이상은 주민등록등본/학생증/건강보험증/여권/운전면허증 중 하나(주민등록번호가 기재된 것으로) 지참 영아(0세) ~ 초등학교 6학년은 주민등록등본/건강보험증/여권 중 하나 지참 외국인은 외국인 등록증을 지참하여 도서관 1층 안내데스크로 방문","5권 이내 기본 14일 연기 7일","* 오시는 길 : 연신내역 (3 6호선) 하차시 버스 노선   -  버 스 : 연신내역 버스정류장 하차 후 도보 이동    -  지하철 : 연신내역(3 6호선) 3번출구 이용(연신내역에서 도보로 10-12분)              연신내역 3번 출구방향 → 첫번째 좌측 골목 → 60m 직진 후 좌측 연신교회              → 알파공인중개사 우측골목 → 은평구립도서관     -  마을버스 : 불광지구대 앞 하차 후 도보 이동           ◎연신내역에 정차하는 버스노선    -  간선 버스(파랑) : 471 571 701 703 704 706 720 753 760    - 지선 버스(녹색) : 7211 7715 7720 7725    - 광역 버스(빨강) : 9703 9709 9710    - 마을 버스 : 06   * 차량을 이용할 때          -  연신내 전철역사거리 → 은평경찰서 방향으로 300m 진행 → 불광 지구대 앞 삼거리에 서 우측방향으로 150m 진행 → 연천 초등학교 전 우측 오르막길로 200m 진행 →  은평구립도서관","-지하1층: 정보화교육실 문화교실 종합자료실 시청각실 식당/기타 관리사무실 직원휴게실 교재창고 시각장애인자료실 기타 -1층 : 종합자료실 어린이열람실 다문화자료실 안내데스크 총무과 직원회의실 서고I -2층: 디지털자료실 정기간행물실 사서과 전산실 숙직실 서고II -3층: 일반열람실IIIIII"
"은평노인종합복지관 작은도서관","은평구","서울특별시 은평구 연서로 415 (진관동)","02-385-1351","","http://www.ep-silver.org/","","일요일 법정공휴일 ","작은도서관","37.63225153455862","126.9299824191186","","","","",""
"은평뉴타운 상림마을 제7단지문고","은평구","서울특별시 은평구 진관4로 100 608동 1층(은평뉴타운상림마을)","02-388-5951","355-5952","","","토일법정공휴일","작은도서관","37.6486983","126.931479","20090608","","","",""
"은평뉴타운 상림마을14단지마을문고","은평구","서울특별시 은평구 진관4로 48-51 730동(은평뉴타운상림마을) 1층","02-351-3995","","","","토일법정공휴일","작은도서관","37.6425857","126.931152","20090629","","","",""
"은평뉴타운5단지문고","은평구","서울특별시 은평구 진관4로 87 629동 1층(은평뉴타운상림마을)","02-355-3644","","","","화요일만 운영","작은도서관","37.6476631","126.928948","20090623","","","",""
"은평뉴타운구파발 9단지 제1관리소 도서관","은평구","서울특별시 은평구 진관3로 67 1층(은평뉴타운구파발아파트)","02-353-4311","353-4313","","","토일법정공휴일","작은도서관","37.641669","126.920578","20110726","","","",""
"은평어린이영어도서관","은평구","서울특별시 은평구 서오릉로 87(은평구평생학습관)","070-8933-9912","02-352-1085","http://edu.eunpyeong.go.kr","","일요일 법정공휴일","작은도서관","37.6078220158675","126.921185209805","20100604","","","",""
"은평역사한옥박물관 작은도서관","은평구","서울특별시 은평구 연서로 50길 8 1층","02-351-8523","","","","매주 월요일","작은도서관","37.6408479","126.938113","","","","",""
"은평의마을 인문도서관","은평구","서울특별시 은평구 갈현로 15길 27-1 은평의마을","02-3156-6300","","","","화요일 토요일만 운영","작은도서관","37.6080374","126.9064329","","","","",""
